Código Interno Transferência;Mês / Ano;Tipo Transferência;Tipo Favorecido;Uf;Código Município Siafi;Nome Município;Código Orgão Siafi;Nome Orgão;Código Unidade Gestora;Nome Unidade Gestora;Código Função;Nome Função;Código SubFunção;Nome SubFunção;Código Programa;Nome Programa;Ação Orçamentária;Nome Ação;Linguagem Cidadã;Código Grupo Despesa;Nome Grupo Despesa;Código Modalidade Aplicação Despesa;Nome Modalidade Aplicação Despesa;Código Elemento Despesa;Nome Elemento Despesa;Código Plano Orçamentário;Nome Plano Orçamentário;Código SubTítulo;Nome SubTítulo;Código Localizador;Nome Localizador;Sigla Localizador;Descrição Complementar Localizador;Código Favorecido;Nome Favorecido;Valor Transferência
439903;202101;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;827062
439906;202101;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Despesas de Exercícios Anteriores;;;;;;;;;;;700000
439907;202101;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Despesas de Exercícios Anteriores;;;;;;;;;;;827062
436919;202101;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;2830500
436921;202101;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1471800
436922;202101;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Despesas de Exercícios Anteriores;;;;;;;;;;;2580000
436925;202101;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;827062
436927;202101;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Despesas de Exercícios Anteriores;;;;;;;;;;;700000
436929;202101;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Despesas de Exercícios Anteriores;;;;;;;;;;;827062
434835;202101;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;3977200
431670;202101;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0E36;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;64638181
431672;202101;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0C33;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCA;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;63388618
431674;202101;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0045;FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF ART.159);FPM - CF art. 159;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;180627159
431677;202101;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0999;RECURSOS PARA A REPARTICAO DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE-COMBUSTIVEIS;CIDE - Combustíveis;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;309119
431679;202101;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;006M;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL;Transferência - ITR - Municípios;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;8622
431680;202101;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0A53;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478 DE 1997);Royalties;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;2919112
431858;202101;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;3977200
446882;202012;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;245100
446883;202012;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
446884;202012;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;245100
443775;202012;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0E36;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;31642950
443776;202012;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0C33;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCA;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;60690097
443777;202012;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0045;FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF ART.159);FPM - CF art. 159;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;265603786
443778;202012;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;099B;TRANSFERENCIA A ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;Transferências - LC n.º 87/96 e 115/2003;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;3988155
443779;202012;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;006M;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL;Transferência - ITR - Municípios;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;5928
443780;202012;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0A53;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478 DE 1997);Royalties;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;3024156
445825;202012;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;4887240
445826;202012;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;0969;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;PNATE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;1211490
445827;202012;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;5450;IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL RECREATIVO E DE LAZER;Infraestrutura para Esporte Recreativo e de Lazer;;Investimentos;;Transferências a Municípios;;Auxílios;;;;;;;;;;;8806262
456055;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;595425
456056;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;639943
456057;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;639943
456058;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1545764
456059;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219F;ACOES DE PROTECAO SOCIAL ESPECIAL;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1030812
456060;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;;;;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;35000
456061;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;;;;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;665000
456062;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS;Sem informação;;Investimentos;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Auxílios;;;;;;;;;;;1390000
456063;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS;Sem informação;;Investimentos;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Auxílios;;;;;;;;;;;21725600
456064;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;2830500
456065;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1437371
456066;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1437371
456067;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1471800
456068;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;2580000
456069;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;4165418
456070;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;10220000
456071;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;10220000
456072;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;10220000
456073;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;15828743
456074;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;15828743
456075;202012;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AB;INCENTIVO FINANCEIRO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;Vigilância Sanitária;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;378464
462773;202011;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0E36;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;31642950
462774;202011;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0C33;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCA;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;58049006
462775;202011;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0045;FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF ART.159);FPM - CF art. 159;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;165813436
462776;202011;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;006M;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL;Transferência - ITR - Municípios;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;56253
462777;202011;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0A53;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478 DE 1997);Royalties;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;2860281
464524;202011;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;4887240
464525;202011;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;0969;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;PNATE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;4577467
478491;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;236665
478492;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;439618
478493;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219F;ACOES DE PROTECAO SOCIAL ESPECIAL;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;287318
478494;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;21C0;ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;4572400
478495;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;2830500
478496;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;2E89;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;50000000
478497;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1437371
478498;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1471800
478499;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;2580000
478500;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;10220000
478501;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;15828743
478502;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;INCENTIVO FINANCEIRO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;665000
478503;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;INCENTIVO FINANCEIRO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;735000
478504;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;INCENTIVO FINANCEIRO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;827062
478505;202011;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AB;INCENTIVO FINANCEIRO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;Vigilância Sanitária;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;150375
470252;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;341331
470253;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;277925
470254;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;275337
470255;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
470256;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;742000
470257;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;211284
470258;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;333567
470259;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;265632
470260;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
470261;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;712000
470262;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;216460
470263;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;399561
470264;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;1126000
470265;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;345860
470266;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;960000
470267;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;286983
470268;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;344566
470269;202011;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;188639
